+---------+-------+-----------+--------+-----------+------------+
|hall_name|session|seat_number|seat_row|seat_markup|is_available|
|Hall 1640|3731   |3          |5       |20         |true        |
|Hall 1640|3731   |14         |9       |10         |true        |
|Hall 1640|3731   |4          |6       |50         |true        |
|Hall 1640|3731   |19         |6       |10         |true        |
|Hall 1640|3731   |5          |7       |20         |true        |
|Hall 1640|3731   |7          |10      |20         |true        |
|Hall 1026|3732   |14         |7       |10         |true        |
|Hall 1026|3732   |3          |3       |20         |true        |
|Hall 1026|3732   |5          |4       |30         |true        |
|Hall 638 |3733   |4          |5       |10         |true        |
|Hall 638 |3733   |11         |9       |30         |true        |
|Hall 638 |3733   |5          |4       |30         |true        |
|Hall 638 |3733   |17         |9       |20         |true        |
|Hall 638 |3733   |19         |6       |30         |true        |
|Hall 638 |3733   |3          |9       |50         |true        |
|Hall 638 |3733   |17         |5       |30         |true        |
|Hall 638 |3733   |13         |6       |20         |true        |
|Hall 1352|3734   |11         |6       |10         |true        |
|Hall 1352|3734   |16         |8       |50         |true        |
|Hall 1352|3734   |7          |3       |20         |true        |
|Hall 1352|3734   |3          |1       |20         |true        |
|Hall 1352|3734   |12         |1       |30         |true        |
|Hall 1352|3734   |6          |7       |20         |true        |
|Hall 287 |3735   |9          |5       |20         |true        |
|Hall 287 |3735   |1          |6       |30         |true        |
|Hall 287 |3735   |17         |6       |20         |true        |
|Hall 287 |3735   |14         |9       |10         |true        |
|Hall 287 |3735   |1          |5       |30         |true        |
|Hall 287 |3735   |19         |5       |10         |true        |
|Hall 1352|3736   |11         |6       |10         |true        |
|Hall 1352|3736   |16         |8       |50         |true        |
|Hall 1352|3736   |7          |3       |20         |true        |
|Hall 1352|3736   |3          |1       |20         |true        |
|Hall 1352|3736   |12         |1       |30         |true        |
|Hall 1352|3736   |6          |7       |20         |true        |
|Hall 699 |3737   |14         |5       |30         |true        |
|Hall 699 |3737   |9          |3       |10         |true        |
|Hall 699 |3737   |9          |2       |50         |true        |
|Hall 699 |3737   |8          |7       |50         |true        |
|Hall 1415|3738   |12         |3       |30         |true        |
|Hall 1415|3738   |15         |4       |50         |true        |
|Hall 1415|3738   |9          |6       |10         |true        |
|Hall 1415|3738   |2          |9       |30         |true        |
|Hall 1415|3738   |19         |10      |30         |true        |
|Hall 1415|3738   |4          |7       |10         |true        |
|Hall 1415|3738   |17         |7       |50         |true        |
|Hall 1415|3738   |10         |10      |20         |true        |
|Hall 1415|3738   |16         |5       |50         |true        |
|Hall 1415|3738   |19         |4       |50         |true        |
|Hall 1771|3739   |19         |6       |30         |true        |
|Hall 1771|3739   |5          |10      |30         |true        |
|Hall 1771|3739   |18         |6       |10         |true        |
|Hall 1410|3740   |12         |4       |50         |true        |
|Hall 1410|3740   |1          |10      |30         |true        |
|Hall 1410|3740   |17         |2       |20         |true        |
|Hall 1410|3740   |16         |9       |50         |true        |
|Hall 1410|3740   |14         |9       |10         |true        |
|Hall 1410|3740   |4          |7       |10         |true        |
|Hall 1410|3740   |13         |9       |10         |true        |
|Hall 1410|3740   |17         |4       |50         |true        |
|Hall 1908|3741   |15         |3       |50         |true        |
|Hall 137 |3742   |15         |9       |30         |true        |
|Hall 137 |3742   |17         |10      |30         |true        |
|Hall 1920|3743   |7          |2       |30         |true        |
|Hall 1920|3743   |1          |1       |20         |true        |
|Hall 1920|3743   |2          |3       |20         |true        |
|Hall 1572|3744   |18         |3       |20         |true        |
|Hall 1572|3744   |17         |7       |30         |true        |
|Hall 714 |3745   |10         |3       |50         |true        |
|Hall 714 |3745   |16         |6       |50         |true        |
|Hall 714 |3745   |2          |10      |10         |true        |
|Hall 714 |3745   |11         |8       |30         |true        |
|Hall 714 |3745   |5          |5       |10         |true        |
|Hall 1834|3746   |16         |2       |50         |true        |
|Hall 1657|3747   |14         |4       |20         |true        |
|Hall 1657|3747   |3          |9       |10         |true        |
|Hall 1657|3747   |10         |5       |30         |true        |
|Hall 1210|3748   |12         |2       |30         |true        |
|Hall 1210|3748   |19         |2       |30         |true        |
|Hall 1210|3748   |17         |5       |30         |true        |
|Hall 705 |3749   |1          |4       |20         |true        |
|Hall 811 |3750   |13         |2       |10         |true        |
|Hall 811 |3750   |19         |3       |50         |true        |
|Hall 811 |3750   |9          |8       |20         |true        |
|Hall 811 |3750   |5          |10      |50         |true        |
|Hall 811 |3750   |1          |8       |10         |true        |
|Hall 811 |3750   |19         |10      |20         |true        |
|Hall 1179|3751   |18         |3       |30         |true        |
|Hall 1179|3751   |13         |9       |30         |true        |
|Hall 1179|3751   |4          |9       |20         |true        |
|Hall 1179|3751   |16         |7       |20         |true        |
|Hall 1949|3752   |5          |6       |20         |true        |
|Hall 1949|3752   |16         |6       |20         |true        |
|Hall 1949|3752   |12         |7       |20         |true        |
|Hall 1949|3752   |13         |6       |30         |true        |
|Hall 1949|3752   |16         |4       |20         |true        |
|Hall 1949|3752   |20         |2       |50         |true        |
|Hall 1949|3752   |2          |4       |10         |true        |
|Hall 132 |3753   |12         |2       |50         |true        |
|Hall 132 |3753   |5          |7       |50         |true        |
|Hall 483 |3754   |17         |5       |20         |true        |
|Hall 483 |3754   |19         |3       |10         |true        |
|Hall 483 |3754   |7          |8       |10         |true        |
|Hall 483 |3754   |9          |6       |20         |true        |
|Hall 483 |3754   |1          |6       |20         |true        |
|Hall 483 |3754   |1          |8       |50         |true        |
|Hall 142 |3755   |9          |9       |50         |true        |
|Hall 142 |3755   |10         |4       |10         |true        |
|Hall 142 |3755   |10         |7       |50         |true        |
|Hall 142 |3755   |19         |7       |20         |true        |
|Hall 142 |3755   |18         |4       |20         |true        |
|Hall 142 |3755   |1          |9       |10         |true        |
|Hall 192 |3756   |6          |3       |10         |true        |
|Hall 192 |3756   |18         |5       |30         |true        |
|Hall 192 |3756   |19         |7       |20         |true        |
|Hall 192 |3756   |11         |9       |20         |true        |
|Hall 192 |3756   |3          |5       |30         |true        |
|Hall 192 |3756   |15         |10      |50         |true        |
|Hall 192 |3756   |11         |2       |10         |true        |
|Hall 192 |3756   |1          |5       |20         |true        |
|Hall 192 |3756   |10         |2       |20         |true        |
|Hall 1839|3757   |5          |7       |10         |true        |
|Hall 1839|3757   |11         |5       |50         |true        |
|Hall 1839|3757   |6          |4       |20         |true        |
|Hall 1839|3757   |14         |4       |50         |true        |
